ParticipantName,ParticipantCountry,R1Composer,R1Piece,R1PCString,R2Composer,R2Piece,R2PCString,R3Composer,R3Piece,R3PCString,Placement,Year
Konstantin Khachikyan,Russia,Pyotr Tchaikovsky ," Étude-tableau in D minor, Op. 33 No. 4  "," Étude-tableau in D minor, Op. 33 No. 4  | Pyotr Tchaikovsky ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Konstantin Khachikyan,Russia,Frédéric Chopin , Allegro / Adagio / Allegretto  , Allegro / Adagio / Allegretto  | Frédéric Chopin ,Sergei Rachmaninoff , June (Barcarolle) / July (Song of the Reaper) / August (Harvest)  , June (Barcarolle) / July (Song of the Reaper) / August (Harvest)  | Sergei Rachmaninoff ,Sergei Rachmaninoff ," Piano Concerto No. 3 in D minor, Op. 30  Allegro ma non tanto / Intermezzo. Adagio / Finale. Alla breve"," Piano concerto No. 3 in D minor, Op. 30  | Allegro ma non tanto / Intermezzo. Adagio / Finale. Alla breve",NaN,2023
Konstantin Khachikyan,Russia,Pyotr Tchaikovsky ," Méditation, Op. 72 No. 5  , Nocturne in C-sharp minor, Op. 19 No. 4 "," Méditation, Op. 72 No. 5  | Nocturne in C-sharp minor, Op. 19 No. 4 ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Konstantin Khachikyan,Russia,Pyotr Tchaikovsky ," Scherzo humoristique, Op. 19 No. 2"," Scherzo humoristique, Op. 19 No. 2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Konstantin Khachikyan,Russia, Wolfgang Amadeus Mozart  ,"Piano Sonata No.18 in D major, KV 576 "," Wolfgang Amadeus Mozart  | Piano Sonata No.18 in D major, KV 576 ", Pyotr Tchaikovsky  ,"Three pieces from The Seasons, Op.37-bis "," Pyotr Tchaikovsky  | Three pieces from The Seasons, Op.37-bis ",Sergei Rachmaninoff , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Sergei Rachmaninoff ,NaN,2023
Konstantin Khachikyan,Russia,Sergei Rachmaninoff , Étude d'exécution transcendante No. 12 Chasse-neige  , Étude d'exécution transcendante No. 12 Chasse-neige  | Sergei Rachmaninoff ,NaN,NaN, La Valse (arrangement for piano),NaN,NaN,NaN,NaN,2023
Konstantin Khachikyan,Russia,Johann Sebastian Bach  ,"Prelude and Fugue in E major, BWV 878, from The Well-Tempered Clavier, Book 2 ","   Johann Sebastian Bach  | Prelude and Fugue in E major, BWV 878, from The Well-Tempered Clavier, Book 2 ",  Frédéric Chopin  ,"Polonaise-fantaisie in A-flat major, Op. 61 ","  Frédéric Chopin  | Polonaise-fantaisie in A-flat major, Op. 61 ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Kyoungsun Park,South Korea,Pyotr Tchaikovsky ," Étude-tableau in D minor, Op. 39 No. 8  "," Étude-tableau in D minor, Op. 39 No. 8  | Pyotr Tchaikovsky ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Kyoungsun Park,South Korea,Pyotr Tchaikovsky ," May (White Nights) from The Seasons, Op. 37-bis  "," May (White Nights) from The Seasons, Op. 37-bis  | Pyotr Tchaikovsky ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Kyoungsun Park,South Korea,Sergei Rachmaninoff , Étude No. 6 in A minor from Grandes études de Paganini  , Étude No. 6 in A minor from Grandes études de Paganini  | Sergei Rachmaninoff ,NaN,NaN, Danse russe / Chez Pétrouchka / La Semaine grasse,NaN,NaN,NaN,NaN,2023
Kyoungsun Park,South Korea,Franz Liszt ," Étude in C minor, Op. 10 No. 12  "," Étude in C minor, Op. 10 No. 12  | Franz Liszt ", Igor Stravinsky  ,Three movements from-flat Pétrouchka , Igor Stravinsky  | Three movements from-flat Pétrouchka ,NaN,NaN,NaN,NaN,2023
Kyoungsun Park,South Korea,Frédéric Chopin , Allegro / Adagio / Allegro molto  , Allegro / Adagio / Allegro molto  | Frédéric Chopin , Sergei Bortkiewicz  ,"10 Preludes, Op. 33 "," Sergei Bortkiewicz  | 10 Preludes, Op. 33 ",Wolfgang Amadeus Mozart ," Piano Concerto No. 17 in G major, KV 453 (cadenza by Kyoungsun Park)  Allegro / Andante / Allegretto"," Piano Concerto No. 17 in G major, KV 453 (cadenza by Kyoungsun Park)  | Allegro / Andante / Allegretto",NaN,2023
Kyoungsun Park,South Korea,Pyotr Tchaikovsky ," Theme and Variations, Op. 19 No. 6"," Theme and Variations, Op. 19 No. 6",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Kyoungsun Park,South Korea,Joseph Haydn  ,"Piano Sonata in C major, Hob.XVI:50 "," Joseph Haydn  | Piano Sonata in C major, Hob.XVI:50 ", Frédéric Chopin  ,"Rondo in C major, Op. 73 "," Frédéric Chopin  | Rondo in C major, Op. 73 ",Wolfgang Amadeus Mozart , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Wolfgang Amadeus Mozart ,NaN,2023
Kyoungsun Park,South Korea,Johann Sebastian Bach  ,"Prelude and Fugue in B-flat major, BWV 866, from Well-Tempered Clavier, Part 1 ","   Johann Sebastian Bach  | Prelude and Fugue in B-flat major, BWV 866, from Well-Tempered Clavier, Part 1 ",  Pyotr Tchaikovsky  ,"March (Song of the Lark) from The Seasons, Op. 37-bis ","  Pyotr Tchaikovsky  | March (Song of the Lark) from The Seasons, Op. 37-bis ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Marcel Tadokoro,Japan/France,Pyotr Tchaikovsky ," Danse caractéristique (No. 4) and Scherzo fantaisie (No. 10) from 18 Pieces, Op. 72"," Danse caractéristique (No. 4) and Scherzo fantaisie (No. 10) from 18 Pieces, Op. 72",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Marcel Tadokoro,Japan/France,Pyotr Tchaikovsky ," Étude-tableau in E-flat major, Op. 33 No. 7  "," Étude-tableau in E-flat major, Op. 33 No. 7  | Pyotr Tchaikovsky ", Charles Trenet – Alexis Weissenberg  ,En avril à Paris, Charles Trenet – Alexis Weissenberg  | En avril à Paris,NaN,NaN,NaN,NaN,2023
Marcel Tadokoro,Japan/France,Sergei Rachmaninoff , Transcendental Étude No. 5 Feux follets  , Transcendental Étude No. 5 Feux follets  | Sergei Rachmaninoff ," Piano Sonata in C-sharp minor, Op. posth. 80  ",Allegro con fuoco / Andante / Allegro vivo / Allegro vivo ," Piano Sonata in C-sharp minor, Op. posth. 80  | Allegro con fuoco / Andante / Allegro vivo / Allegro vivo ",NaN,NaN,NaN,NaN,2023
Marcel Tadokoro,Japan/France,Franz Liszt ," Étude in A minor, Op. 10 No. 2  "," Étude in A minor, Op. 10 No. 2  | Franz Liszt ",Pyotr Tchaikovsky ," Variations on a Theme by Corelli, Op. 42  "," Variations on a Theme by Corelli, Op. 42  | Pyotr Tchaikovsky ",NaN,NaN,NaN,NaN,2023
Marcel Tadokoro,Japan/France,Frédéric Chopin , Allegro vivace / Adagio grazioso / Rondo. Allegretto – Presto  , Allegro vivace / Adagio grazioso / Rondo. Allegretto – Presto  | Frédéric Chopin ,Sergei Rachmaninoff , Allegro fantastico / Allegretto / Molto vivace  , Allegro fantastico / Allegretto / Molto vivace  | Sergei Rachmaninoff ,Pyotr Tchaikovsky ," Piano Concerto No. 1 in B-flat minor, Op. 23 (original version)  Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Allegro vivace assai / Allegro con fuoco"," Piano Concerto No. 1 in B-flat minor, Op. 23 (original version)  | Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Allegro vivace assai / Allegro con fuoco",NaN,2023
Marcel Tadokoro,Japan/France,Ludwig van Beethoven  ,"Piano Sonata No. 16 in G major, Op. 31 No. 1 "," Ludwig van Beethoven  | Piano Sonata No. 16 in G major, Op. 31 No. 1 ", Alexander Scriabin  ,"3 Études, Op. 65 "," Alexander Scriabin  | 3 Études, Op. 65 ",Pyotr Tchaikovsky , Allegro / Larghetto / Allegro  , Allegro / Larghetto / Allegro  | Pyotr Tchaikovsky ,NaN,2023
Marcel Tadokoro,Japan/France,Johann Sebastian Bach  ,"Prelude and Fugue in D minor, BWV 875, from Well-Tempered Clavier, Part 2 ","   Johann Sebastian Bach  | Prelude and Fugue in D minor, BWV 875, from Well-Tempered Clavier, Part 2 ",  Evgeny Svetlanov  ,Moderato (No. 1) and Vesnyanki (No. 9) from 12 Preludes ,  Evgeny Svetlanov  | Moderato (No. 1) and Vesnyanki (No. 9) from 12 Preludes ,  Wolfgang Amadeus Mozart  ,"Piano Concerto No. 27 in B-flat major, KV 595 ","  Wolfgang Amadeus Mozart  | Piano Concerto No. 27 in B-flat major, KV 595 ",NaN,2023
Min Joo Yi,USA,Franz Liszt ," Étude in F major, Op. 10 No. 8  "," Étude in F major, Op. 10 No. 8  | Franz Liszt ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Min Joo Yi,USA,Sergei Rachmaninoff ," Étude-tableau in F-sharp minor, Op. 39 No. 3"," Étude-tableau in F-sharp minor, Op. 39 No. 3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Min Joo Yi,USA,Frédéric Chopin ," Romance, Op. 16 No. 1  "," Romance, Op. 16 No. 1  | Frédéric Chopin ", Mily Balakirev  ,Oriental Fantasy Islamey, Mily Balakirev  | Oriental Fantasy Islamey,NaN,NaN,NaN,NaN,2023
Min Joo Yi,USA,Pyotr Tchaikovsky , Maestoso – Allegro con brio ed appassionato / Arietta. Adagio molto semplice e cantabile  , Maestoso – Allegro con brio ed appassionato / Arietta. Adagio molto semplice e cantabile  | Pyotr Tchaikovsky , Robert Schumann  ,"Carnaval, Op. 9 "," Robert Schumann  | Carnaval, Op. 9 ",Frédéric Chopin ," Piano Concerto No. 2 in F minor, Op. 21  Maestoso / Larghetto / Allegro vivace"," Piano Concerto No. 2 in F minor, Op. 21  | Maestoso / Larghetto / Allegro vivace",NaN,2023
Min Joo Yi,USA,Ludwig van Beethoven  ,"Piano Sonata No. 32 in C minor, Op. 111 "," Ludwig van Beethoven  | Piano Sonata No. 32 in C minor, Op. 111 ", Pyotr Tchaikovsky – Mikhail Pletnev  ,Concert Suite from The Nutcracker , Pyotr Tchaikovsky – Mikhail Pletnev  | Concert Suite from The Nutcracker ,Frédéric Chopin , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Frédéric Chopin ,NaN,2023
Min Joo Yi,USA,Johann Sebastian Bach  ,"Prelude and Fugue in C minor, BWV 871, from Well-Tempered Clavier, Part 2 ","   Johann Sebastian Bach  | Prelude and Fugue in C minor, BWV 871, from Well-Tempered Clavier, Part 2 ",  Pyotr Tchaikovsky  ,"Impromptu, Op. 1 No. 2 ","  Pyotr Tchaikovsky  | Impromptu, Op. 1 No. 2 ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Min Joo Yi,USA,Sergei Rachmaninoff , Étude No. 3 La campanella from Grandes études de Paganini  , Étude No. 3 La campanella from Grandes études de Paganini  | Sergei Rachmaninoff ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Nikolai Kuznetsov,Russia, Frédéric Chopin  ,"Étude in C minor, Op. 10 No. 12 "," Frédéric Chopin  | Étude in C minor, Op. 10 No. 12 ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Nikolai Kuznetsov,Russia, Franz Liszt  ,Étude d'exécution transcendante No. 4 Mazeppa, Franz Liszt  | Étude d'exécution transcendante No. 4 Mazeppa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Nikolai Kuznetsov,Russia, Sergei Rachmaninoff  ,"Étude-tableau in E-flat minor, Op. 39 No. 5 "," Sergei Rachmaninoff  | Étude-tableau in E-flat minor, Op. 39 No. 5 ",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Nikolai Kuznetsov,Russia,Johann Sebastian Bach  ,"Prelude and Fugue in B-flat minor, BWV 867, from The Well-Tempered Clavier, Book 1 ","   Johann Sebastian Bach  | Prelude and Fugue in B-flat minor, BWV 867, from The Well-Tempered Clavier, Book 1 ",  Modest Musorgsky  ,Pictures at an Exhibition ,  Modest Musorgsky  | Pictures at an Exhibition ,Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Nikolai Kuznetsov,Russia,Pyotr Tchaikovsky , Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente –'  Fuga. Allegro ma non troppo , Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente –'  | Fuga. Allegro ma non troppo , Alberto Ginastera  ,"Piano Sonata No. 1, Op. 22 "," Alberto Ginastera  | Piano Sonata No. 1, Op. 22 ",Sergei Rachmaninoff ," Piano Concerto No. 2 in C minor, Op. 18  Moderato / Adagio sostenuto / Allegro scherzando"," Piano Concerto No. 2 in C minor, Op. 18  | Moderato / Adagio sostenuto / Allegro scherzando",NaN,2023
Nikolai Kuznetsov,Russia,Ludwig van Beethoven  ,"Piano Sonata No. 31 in A-flat major, Op. 110 "," Ludwig van Beethoven  | Piano Sonata No. 31 in A-flat major, Op. 110 ", Pyotr Tchaikovsky  ,"Dumka, Op. 59 "," Pyotr Tchaikovsky  | Dumka, Op. 59 ",Sergei Rachmaninoff , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Sergei Rachmaninoff ,NaN,2023
Nikolai Kuznetsov,Russia, Pyotr Tchaikovsky  ,"Nocturne in F major, O—Ä. 10 No. 1 "," Pyotr Tchaikovsky  | Nocturne in F major, O—Ä. 10 No. 1 ",NaN,NaN, Allegro marcato / Presto misterioso / Adagio molto appassionato / Ruvido ed ostinato,NaN,NaN,NaN,NaN,2023
Qiao Liu,China,Ludwig van Beethoven, Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente – Fuga. Allegro ma non troppo, Moderato cantabile molto espressivo / Allegro molto / Adagio ma non troppo – Arioso dolente – Fuga. Allegro ma non troppo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2023
Qiao Liu,China,Ludwig van Beethoven  ,"Piano Sonata No. 31 in A-flat major, Op. 110 "," Ludwig van Beethoven  | Piano Sonata No. 31 in A-flat major, Op. 110 ",NaN,NaN, Allegro agitato / Non allegro – Lento / L'istesso tempo – Allegro molto,NaN,NaN,NaN,NaN,2023
Qiao Liu,China, Pyotr Tchaikovsky  ,"Nocturne in F major, Op. 10 No. 1 "," Pyotr Tchaikovsky  | Nocturne in F major, Op. 10 No. 1 ", Sergei Rachmaninoff  ,"Piano Sonata No. 2 in B-flat minor, Op. 36 "," Sergei Rachmaninoff  | Piano Sonata No. 2 in B-flat minor, Op. 36 ",NaN,NaN,NaN,NaN,2023
Qiao Liu,China,Johann Sebastian Bach  ,"Prelude and Fugue in G-sharp minor, BWV 863, from The Well-Tempered Clavier, Book 1 ","   Johann Sebastian Bach  | Prelude and Fugue in G-sharp minor, BWV 863, from The Well-Tempered Clavier, Book 1 ",  Samuel Barber  ,"Piano Sonata in E-flat minor, Op. 26 ","  Samuel Barber  | Piano Sonata in E-flat minor, Op. 26 ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Qiao Liu,China, Frédéric Chopin  ,"Étude in A-flat major, Op. 10 No. 10 "," Frédéric Chopin  | Étude in A-flat major, Op. 10 No. 10 ",Claude Debussy , Images (Book 1)  | Reflets dans l'eau / Hommage à Rameau / Mouvement , Images (Book 1)  | Reflets dans l'eau / Hommage à Rameau / Mouvement ,NaN,NaN,NaN,NaN,2023
Qiao Liu,China, Franz Liszt  ,Concert étude in D-flat major Waldesrauschen , Franz Liszt  | Concert étude in D-flat major Waldesrauschen ,Pyotr Tchaikovsky , Allegro energico / Allegro vivace e leggiero / Adagio mesto/ Fuga. Allegro con spirito  , Allegro energico / Allegro vivace e leggiero / Adagio mesto/ Fuga. Allegro con spirito  | Pyotr Tchaikovsky ,Ludwig van Beethoven , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Ludwig van Beethoven ,NaN,2023
Qiao Liu,China, Sergei Rachmaninoff  ,"Étude-tableau in B minor, Op. 39 No. 4 "," Sergei Rachmaninoff  | Étude-tableau in B minor, Op. 39 No. 4 ",Claude Debussy ," Valse sentimentale, Op. 51 No. 6  "," Valse sentimentale, Op. 51 No. 6  | Claude Debussy ",Allegro moderato / Andante con moto / Rondo. Vivace," Piano Concerto No.4 in G major, Op. 58  "," Piano Concerto No.4 in G major, Op. 58  | Allegro moderato / Andante con moto / Rondo. Vivace",NaN,2023
Sergei Davydchenko,Russia,Joseph Haydn  ,"Piano Sonata in D major, Hob.XVI:42 "," Joseph Haydn  | Piano Sonata in D major, Hob.XVI:42 ", Franz Liszt  ,Piano Sonata in B minor , Franz Liszt  | Piano Sonata in B minor ,Sergei Prokofiev , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Sergei Prokofiev ,1,2023
Sergei Davydchenko,Russia,Pyotr Tchaikovsky , Andante con espressione / Vivace assai  , Andante con espressione / Vivace assai  | Pyotr Tchaikovsky , Sergei Prokofiev  ,"Piano Sonata No. 8 in B-flat major, Op.84 "," Sergey Prokofiev  | Piano Sonata No. 8 in B-flat major, Op.84 ",Sergei Prokofiev ," Piano Concerto No. 2 in G minor, Op. 16  Andantino – Allegretto / Scherzo. Vivace / Intermezzo. Allegro moderato / Finale. Allegro tempestoso"," Piano Concerto No. 2 in G minor, Op. 16  | Andantino – Allegretto / Scherzo. Vivace / Intermezzo. Allegro moderato / Finale. Allegro tempestoso",1,2023
Sergei Davydchenko,Russia,Frédéric Chopin ," Marche funèbre (No. 4) and Scherzo (No. 6) from Six Pieces on a Single Theme, Op. 21  "," Marche funèbre (No. 4) and Scherzo (No. 6) from Six Pieces on a Single Theme, Op. 21  | Frédéric Chopin ",NaN,NaN, Andante dolce/ Andante sognando / Vivace,NaN,NaN,NaN,1,2023
Sergei Davydchenko,Russia,Franz Liszt ," Étude in E minor, Op. 25 No. 5  "," Étude in E minor, Op. 25 No. 5  | Franz Liszt ",NaN,NaN,NaN,NaN,NaN,NaN,1,2023
Sergei Davydchenko,Russia,Sergei Rachmaninoff ," Étude d'exécution transcendante No. 5 Feux follets, Etude-tableau in D major, Op. 39 No. 9"," Étude d'exécution transcendante No. 5 Feux folletsSergei Rachmaninoff  | Etude-tableau in D major, Op. 39 No. 9",NaN,NaN,NaN,NaN,NaN,NaN,1,2023
Sergei Davydchenko,Russia,Johann Sebastian Bach  ,"Prelude and Fugue in B-flat minor, BWV 891, from The Well-Tempered Clavier, Book 2 ","   Johann Sebastian Bach  | Prelude and Fugue in B-flat minor, BWV 891, from The Well-Tempered Clavier, Book 2 ",Pyotr Tchaikovsky  ,"Prelude (No. 1) and Fugue (No. 2) from Six Pieces on a Single Theme, Op. 21 ","  Pyotr Tchaikovsky  | Prelude (No. 1) and Fugue (No. 2) from Six Pieces on a Single Theme, Op. 21 ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",1,2023
Stanislav Korchagin,Russia,Frédéric Chopin ," Étude-tableau in D minor, Op. 33 No. 4  "," Étude-tableau in D minor, Op. 33 No. 4  | Frédéric Chopin ",Maurice Ravel ," Variations on a Theme by Paganini, Op. 35, Book 2  "," Variations on a Theme by Paganini, Op. 35, Book 2  | Maurice Ravel ",NaN,NaN,NaN,3,2023
Stanislav Korchagin,Russia,Franz Liszt , Étude in A-flat major Op. 10 No. 10  , Étude in A-flat major Op. 10 No. 10  | Franz Liszt ,NaN,NaN, La Valse (arranged for piano),NaN,NaN,NaN,3,2023
Stanislav Korchagin,Russia,Sergei Rachmaninoff , Moderato / Andante / Finale. Allegro di molto  , Moderato / Andante / Finale. Allegro di molto  | Sergei Rachmaninoff ,Johannes Brahms ," Chant élégiaque, Op. 72 No. 14  "," Chant élégiaque, Op. 72 No. 14  | Johannes Brahms ",Sergei Prokofiev ," Piano Concerto No. 2 in G minor, Op. 16  Andantino – Allegretto / Scherzo. Vivace / Intermezzo. Allegro moderato / Finale. Allegro tempestoso"," Piano Concerto No. 2 in G minor, Op. 16  | Andantino – Allegretto / Scherzo. Vivace / Intermezzo. Allegro moderato / Finale. Allegro tempestoso",3,2023
Stanislav Korchagin,Russia,Joseph Haydn  ,"Piano Sonata in E-flat major, Hob. XVI:45 "," Joseph Haydn  | Piano Sonata in E-flat major, Hob. XVI:45 ",Pyotr Tchaikovsky ," Allegro moderato / Allegretto / Tempo di valzer, lentissimo / Vivace  "," Allegro moderato / Allegretto / Tempo di valzer, lentissimo / Vivace  | Pyotr Tchaikovsky ",Sergei Prokofiev , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Sergei Prokofiev ,3,2023
Stanislav Korchagin,Russia,Johann Sebastian Bach  ,"Prelude and Fugue in A-flat major, BWV 886, from The Well-Tempered Clavier, Book 2 ","   Johann Sebastian Bach  | Prelude and Fugue in A-flat major, BWV 886, from The Well-Tempered Clavier, Book 2 ",Sergei Prokofiev  ,"Piano Sonata No. 6 in A major, Op. 82 ","Sergei Prokofiev  | Piano Sonata No. 6 in A major, Op. 82 ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",3,2023
Stanislav Korchagin,Russia,Pyotr Tchaikovsky – Mikhail Pletnev , Étude d'exécution transcendante No. 4 Mazeppa  , Étude d'exécution transcendante No. 4 Mazeppa  | Pyotr Tchaikovsky – Mikhail Pletnev ,NaN,NaN,NaN,NaN,NaN,NaN,3,2023
Stanislav Korchagin,Russia,Pyotr Tchaikovsky , Five pieces from Concert Suite from The Sleeping Beauty : Prologue / Dance of Pages / Vision / Fairy of Silver / Adagio, Five pieces from Concert Suite from The Sleeping Beauty  | Prologue / Dance of Pages / Vision / Fairy of Silver / Adagio,NaN,NaN,NaN,NaN,NaN,NaN,3,2023
Suah Ye,South Korea,Johann Sebastian Bach  ,"Prelude and Fugue in G minor, BWV 885, from Well-Tempered Clavier, Part 2 ","   Johann Sebastian Bach  | Prelude and Fugue in G minor, BWV 885, from Well-Tempered Clavier, Part 2 ",  Frédéric Chopin  ,"Andante Spianato and Grande Polonaise Brillante in E-flat major, Op. 22 ","  Frédéric Chopin  | Andante Spianato and Grande Polonaise Brillante in E-flat major, Op. 22 ",  Sergei Rachmaninoff  ,"Piano concerto No. 3 in D minor, Op. 30 ","  Sergei Rachmaninoff  | Piano concerto No. 3 in D minor, Op. 30 ",4,2023
Suah Ye,South Korea,Franz Liszt , Allegro con brio / Introduzione. Adagio molto / Rondo. Allegretto moderato – Prestissimo  , Allegro con brio / Introduzione. Adagio molto / Rondo. Allegretto moderato – Prestissimo  | Franz Liszt , Pyotr Tchaikovsky  ,"Un poco di Chopin (No. 15) and Scène dansante. Invitation au trépak (No. 18) from 18 Pieces, Op. 72 "," Pyotr Tchaikovsky  | Un poco di Chopin (No. 15) and Scène dansante. Invitation au trépak (No. 18) from 18 Pieces, Op. 72 ",Pyotr Tchaikovsky ," Piano Concerto No. 1 in B-flat minor, Op. 23 (original version)  Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco"," Piano Concerto No. 1 in B-flat minor, Op. 23  | Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco",4,2023
Suah Ye,South Korea,NaN,NaN, Andante Maestoso from The Nutcracker,NaN,NaN,NaN,NaN,NaN,NaN,4,2023
Suah Ye,South Korea,Pyotr Tchaikovsky – Mikhail Pletnev ," Étude in A minor, Op. 25 No. 11  "," Étude in A minor, Op. 25 No. 11  | Pyotr Tchaikovsky – Mikhail Pletnev ",NaN,NaN,NaN,NaN,NaN,NaN,4,2023
Suah Ye,South Korea,Frédéric Chopin ," Étude-tableau in E-flat minor, Op. 33 No. 6  "," Étude-tableau in E-flat minor, Op. 33 No. 6  | Frédéric Chopin ",NaN,NaN,NaN,NaN,NaN,NaN,4,2023
Suah Ye,South Korea,Sergei Rachmaninoff , Étude No. 2 in F minor from 3 Études de Concert  , Étude No. 2 in F minor from 3 Études de Concert  | Sergei Rachmaninoff , Robert Schumann  ,"Études symphoniques, Op. 13"," Robert Schumann  | Études symphoniques, Op. 13",NaN,NaN,NaN,4,2023
Suah Ye,South Korea,Ludwig van Beethoven  ,"Piano Sonata No. 21 in C major, Op. 53 "," Ludwig van Beethoven  | Piano Sonata No. 21 in C major, Op. 53 ", Alexander Scriabin  ,"Piano Sonata No. 5 in F-sharp major, Op. 53 "," Alexander Scriabin  | Piano Sonata No. 5 in F-sharp major, Op. 53 ",Pyotr Tchaikovsky , Allegro ma non tanto / Intermezzo. Adagio / Finale. Alla breve  , Allegro ma non tanto / Intermezzo. Adagio / Finale. Alla breve  | Pyotr Tchaikovsky ,NaN,2023
Timofey Dolya,Russia,Johann Sebastian Bach  ,"Prelude and Fugue in G minor, BWV 861, from The Well-Tempered Clavier, Book 1 ","   Johann Sebastian Bach  | Prelude and Fugue in G minor, BWV 861, from The Well-Tempered Clavier, Book 1 ",  Johannes Brahms  ,"Klavierst√ºcke, Op.118 ","  Johannes Brahms  | Klavierst√ºcke, Op.118 ",Pyotr Tchaikovsky  ,"Piano Concerto No. 1 in B-flat minor, Op. 23 ","  Pyotr Tchaikovsky  | Piano Concerto No. 1 in B-flat minor, Op. 23 ",NaN,2023
Timofey Dolya,Russia,Joseph Haydn  ,"Piano Sonata in F major, Hob.XVI:23 "," Joseph Haydn  | Piano Sonata in F major, Hob.XVI:23 ",Nikolay Medtner , Intermezzo in A minor / Intermezzo in A major / Ballade in G minor / Intermezzo in F minor / Romance in F major / Intermezzo in E-flat minor  , Intermezzo in A minor / Intermezzo in A major / Ballade in G minor / Intermezzo in F minor / Romance in F major / Intermezzo in E-flat minor  | Nikolay Medtner ,Sergey Prokofiev , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  , Allegro non troppo e molto maestoso – Allegro con spirito / Andantino semplice – Prestissimo / Allegro con fuoco  | Sergey Prokofiev ,NaN,2023
