"Competitor Name","Country","Age","Stage","Composer","Associated Piece"
"Radu Lupu","Romania","20","Semifinal Round","Chopin","The First Ballade"
"Radu Lupu","Romania","20","Final Round","Prokofiev","Concerto No.2, First Movement"
"Radu Lupu","Romania","20","Final Round","Rachmaninoff","Concerto No.4, First Movement"
"Radu Lupu","Romania","20","Final Round","Beethoven","Concerto No.5"
"Dolores Maciel","Brazil","20","Preliminary Round","Prokofiev","Sonata No. 3"
"Dolores Maciel","Brazil","20","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Dolores Maciel","Brazil","20","Preliminary Round","Haydn","Sonata in F Major"
"Dolores Maciel","Brazil","20","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 9, No. 1"
"Dolores Maciel","Brazil","20","Preliminary Round","Scriabin","Etude, Opus 8, No. 10"
"Dolores Maciel","Brazil","20","Preliminary Round","Albéniz","El Puerto fromIberia"
"Dolores Maciel","Brazil","20","Preliminary Round","Aaron Copland","Sonata (1941)"
"Dolores Maciel","Brazil","20","Preliminary Round","Willard Straight","Structure for Piano"
"Dolores Maciel","Brazil","20","Semifinal Round","Schumann","Quintette"
"Dolores Maciel","Brazil","20","Semifinal Round","Scarlatti","Sonatas — Seite 16; Seite 10, No.4"
"Dolores Maciel","Brazil","20","Semifinal Round","Dello Joio","Suite for Piano"
"Dolores Maciel","Brazil","20","Semifinal Round","Schumann","Carnaval"
"Dolores Maciel","Brazil","20","Final Round","Prokofiev","Concerto No.2, First Movement"
"Dolores Maciel","Brazil","20","Final Round","Beethoven","Concerto No.1"
"Dolores Maciel","Brazil","20","Final Round","Beethoven","Concerto No.5"
"Dante Medina","Argentina","24","Preliminary Round","Debussy","Pour le Piano (Prelude, Sarabande, Toccata)"
"Dante Medina","Argentina","24","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Dante Medina","Argentina","24","Preliminary Round","Beethoven","Sonata, Opus 109"
"Dante Medina","Argentina","24","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 27, No. 1"
"Dante Medina","Argentina","24","Preliminary Round","Scriabin","Etude, Opus 8, No. 9"
"Dante Medina","Argentina","24","Preliminary Round","Albéniz","Corpus Christi en Sevilla fromIberia"
"Dante Medina","Argentina","24","Preliminary Round","Aaron Copland","Sonata (1941)"
"Dante Medina","Argentina","24","Preliminary Round","Willard Straight","Structure for Piano"
"Dante Medina","Argentina","24","Semifinal Round","Dvořák","Quintette"
"Dante Medina","Argentina","24","Semifinal Round","Scarlatti","Sonatas — Longo 490; Longo 430"
"Dante Medina","Argentina","24","Semifinal Round","Ernest Schelling","Nocturne Ragusa"
"Dante Medina","Argentina","24","Semifinal Round","Schumann","Fantasia, Opus 17"
"Dante Medina","Argentina","24","Final Round","Prokofiev","Concerto No.2, First Movement"
"Dante Medina","Argentina","24","Final Round","Schumann","Concerto in A minor, Third Movement"
"Dante Medina","Argentina","24","Final Round","Rachmaninoff","Concerto No.4, First Movement"
"Milena Mollova","Bulgaria","26","Preliminary Round","Chopin","Ballade, Opus 52, No. 4"
"Milena Mollova","Bulgaria","26","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Milena Mollova","Bulgaria","26","Preliminary Round","Mozart","Sonata, K. 576, D Major"
"Milena Mollova","Bulgaria","26","Preliminary Round","Chopin","Mazurka, Opus 39, No. 1"
"Milena Mollova","Bulgaria","26","Preliminary Round","Chopin","Etude, Opus 10, No. 4"
"Milena Mollova","Bulgaria","26","Preliminary Round","Chopin","Nocturne, Opus 27, No. 1"
"Milena Mollova","Bulgaria","26","Preliminary Round","Scriabin","Etude, Opus 8, No. 10"
"Milena Mollova","Bulgaria","26","Preliminary Round","Albéniz","Triana fromIberia"
"Milena Mollova","Bulgaria","26","Preliminary Round","Aaron Copland","Sonata (1941)"
"Milena Mollova","Bulgaria","26","Preliminary Round","Willard Straight","Structure for Piano"
"Milena Mollova","Bulgaria","26","Semifinal Round","Schumann","Quintette"
"Milena Mollova","Bulgaria","26","Semifinal Round","Scarlatti","Sonatas — No.17; No.19 (Peters Edition)"
"Milena Mollova","Bulgaria","26","Semifinal Round","Barber","Nocturne"
"Milena Mollova","Bulgaria","26","Semifinal Round","Schumann","Carnaval, Opus 9"
"Milena Mollova","Bulgaria","26","Final Round","Prokofiev","Concerto No.2, First Movement"
"Milena Mollova","Bulgaria","26","Final Round","Schumann","Concerto in A minor, Third Movement"
"Milena Mollova","Bulgaria","26","Final Round","Beethoven","Concerto No.5"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Mozart","Sonata in G Major"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Beethoven","Sonata, Opus 57"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 55, No. 1"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Debussy","Etude for Five Fingers, Vol. I"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Albéniz","Evocation fromIberia"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Aaron Copland","Sonata (1941)"
"Phan Thi Ngoc-Nga","South Vietnam","23","Preliminary Round","Willard Straight","Structure for Piano"
"Phan Thi Ngoc-Nga","South Vietnam","23","Semifinal Round","Schumann","Quintette"
"Phan Thi Ngoc-Nga","South Vietnam","23","Semifinal Round","Scarlatti","Sonatas"
"Phan Thi Ngoc-Nga","South Vietnam","23","Semifinal Round","John Powell","The Rhapsodie"
"Phan Thi Ngoc-Nga","South Vietnam","23","Semifinal Round","Beethoven","Sonata, Opus 53"
"Phan Thi Ngoc-Nga","South Vietnam","23","Final Round","Prokofiev","Concerto No.2, First Movement"
"Phan Thi Ngoc-Nga","South Vietnam","23","Final Round","Schumann","Concerto in A minor, Third Movement"
"Phan Thi Ngoc-Nga","South Vietnam","23","Final Round","Rachmaninoff","Concerto No.4, First Movement"
"David Benjamin Northington","United States","18","Preliminary Round","Schubert","Sonata, Opus 143"
"David Benjamin Northington","United States","18","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"David Benjamin Northington","United States","18","Preliminary Round","Haydn","Sonata, Urtext No. 38"
"David Benjamin Northington","United States","18","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 48, No. 1"
"David Benjamin Northington","United States","18","Preliminary Round","Debussy","Etude for Eight Fingers"
"David Benjamin Northington","United States","18","Preliminary Round","Albéniz","Evocation fromIberia"
"David Benjamin Northington","United States","18","Preliminary Round","Aaron Copland","Sonata (1941)"
"David Benjamin Northington","United States","18","Preliminary Round","Willard Straight","Structure for Piano"
"David Benjamin Northington","United States","18","Semifinal Round","Schumann","Quintette"
"David Benjamin Northington","United States","18","Semifinal Round","Scarlatti","Sonatas — Longo 104; Longo 343"
"David Benjamin Northington","United States","18","Semifinal Round","Barber","Sonata, Opus.26, Fugue"
"David Benjamin Northington","United States","18","Semifinal Round","Brahms","Sonata, Opus.1"
"David Benjamin Northington","United States","18","Final Round","Prokofiev","Concerto No.2, First Movement"
"David Benjamin Northington","United States","18","Final Round","Schumann","Concerto in A minor, Third Movement"
"David Benjamin Northington","United States","18","Final Round","Beethoven","Concerto No.5"
"Eduardo Olcese","Argentina","26","Preliminary Round","Schoenberg","3 Klavierstücke, Opus 11"
"Eduardo Olcese","Argentina","26","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Eduardo Olcese","Argentina","26","Preliminary Round","Beethoven","Sonata, Opus 81a"
"Eduardo Olcese","Argentina","26","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 48, No. 2"
"Eduardo Olcese","Argentina","26","Preliminary Round","Scriabin","Etude, Opus 8, No. 9"
"Eduardo Olcese","Argentina","26","Preliminary Round","Albéniz","Evocation fromIberia"
"Eduardo Olcese","Argentina","26","Preliminary Round","Aaron Copland","Sonata (1941)"
"Eduardo Olcese","Argentina","26","Preliminary Round","Willard Straight","Structure for Piano"
"Eduardo Olcese","Argentina","26","Semifinal Round","Schumann","Quintette"
"Eduardo Olcese","Argentina","26","Semifinal Round","Scarlatti","Sonatas — Longo 23; Longo 430"
"Eduardo Olcese","Argentina","26","Semifinal Round","Alan Hovhaness","Achtamar"
"Eduardo Olcese","Argentina","26","Semifinal Round","Beethoven","Sonata, Opus.57"
"Eduardo Olcese","Argentina","26","Final Round","Prokofiev","Concerto No.2, First Movement"
"Eduardo Olcese","Argentina","26","Final Round","Rachmaninoff","Concerto No.4, First Movement"
"Eduardo Olcese","Argentina","26","Final Round","Beethoven","Concerto No.5"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Bartók","Sonata (1926)"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Beethoven","Sonata, Opus 81a"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 27, No. 2"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Scriabin","Etude, Opus 8, No. 12"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Albéniz","El Albaicín fromIberia"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Aaron Copland","Sonata (1941)"
"Shirley Teresa Pethes","Canada","25","Preliminary Round","Willard Straight","Structure for Piano"
"Shirley Teresa Pethes","Canada","25","Semifinal Round","Schumann","Quintette"
"Shirley Teresa Pethes","Canada","25","Semifinal Round","Scarlatti","Sonatas — Longo 497; Longo 286"
"Shirley Teresa Pethes","Canada","25","Semifinal Round","Griffes","Sonata, third movement"
"Shirley Teresa Pethes","Canada","25","Semifinal Round","Schumann","Carnaval"
"Shirley Teresa Pethes","Canada","25","Final Round","Prokofiev","Concerto No.2, First Movement"
"Shirley Teresa Pethes","Canada","25","Final Round","Schumann","Concerto in A minor, Third Movement"
"Shirley Teresa Pethes","Canada","25","Final Round","Beethoven","Concerto No.5"
"Joy Pottle","United States","27","Preliminary Round","Brahms","Sonata, Opus 5, first movement"
"Joy Pottle","United States","27","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Joy Pottle","United States","27","Preliminary Round","Mozart","Sonata, K. 282"
"Joy Pottle","United States","27","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 62, No. 2"
"Joy Pottle","United States","27","Preliminary Round","Scriabin","Etude, Opus 42, C-sharp minor"
"Joy Pottle","United States","27","Preliminary Round","Albéniz","El Albaicín fromIberia"
"Joy Pottle","United States","27","Preliminary Round","Aaron Copland","Sonata (1941)"
"Joy Pottle","United States","27","Preliminary Round","Willard Straight","Structure for Piano"
"Joy Pottle","United States","27","Semifinal Round","Schumann","Quintette"
"Joy Pottle","United States","27","Semifinal Round","Scarlatti","Sonatas — Longo 262; Longo 429"
"Joy Pottle","United States","27","Semifinal Round","Stearns, Peter Pindar","Partita (1961)"
"Joy Pottle","United States","27","Semifinal Round","Franck","Prelude, Chorale and Fugue"
"Joy Pottle","United States","27","Final Round","Prokofiev","Concerto No.2, first movement"
"Joy Pottle","United States","27","Final Round","Schumann","Concerto in A minor, third movement"
"Joy Pottle","United States","27","Final Round","Beethoven","Concerto No.5"
"Richard Reber","United States","27","Preliminary Round","Hindemith","Sonata, No. 2"
"Richard Reber","United States","27","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Richard Reber","United States","27","Preliminary Round","Beethoven","Sonata, Opus 109"
"Richard Reber","United States","27","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1"
"Richard Reber","United States","27","Preliminary Round","Chopin","Etude, Opus 10, No. 4"
"Richard Reber","United States","27","Preliminary Round","Chopin","Nocturne, Opus 32, No. 1"
"Richard Reber","United States","27","Preliminary Round","Liszt-Paganini","Etude in E-flat Major"
"Richard Reber","United States","27","Preliminary Round","Albéniz","Evocation fromIberia"
"Richard Reber","United States","27","Preliminary Round","Aaron Copland","Sonata (1941)"
"Richard Reber","United States","27","Preliminary Round","Willard Straight","Structure for Piano"
"Richard Reber","United States","27","Semifinal Round","Schumann","Quintette"
"Richard Reber","United States","27","Semifinal Round","Scarlatti","Sonatas — Longo 23; Longo 286"
"Richard Reber","United States","27","Semifinal Round","Frederic Lieberman","Prelude and Etude (1962)"
"Richard Reber","United States","27","Semifinal Round","Chopin","Scherzo, Opus 39"
"Richard Reber","United States","27","Final Round","Prokofiev","Concerto No.2, First Movement"
"Richard Reber","United States","27","Final Round","Schumann","Concerto in A minor, Third Movement"
"Richard Reber","United States","27","Final Round","Beethoven","Concerto No.1"
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Ravel","Toccata ""Le Tombeau de Couperin"""
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Beethoven","Sonata, Opus 81A"
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 27, No. 2"
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Rachmaninoff","Etude, Opus 39, No. 3"
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Albéniz","Triana fromIberia"
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Aaron Copland","Sonata (1941)"
"Janet Ahlquist Roberts","United States","23","Preliminary Round","Willard Straight","Structure for Piano"
"Janet Ahlquist Roberts","United States","23","Semifinal Round","Franck","Quintette"
"Janet Ahlquist Roberts","United States","23","Semifinal Round","Scarlatti","Sonatas — Longo 188; Longo 104"
"Janet Ahlquist Roberts","United States","23","Semifinal Round","Barber","Sonata, Opus.26, Fugue"
"Janet Ahlquist Roberts","United States","23","Semifinal Round","Chopin","Sonata in B minor"
"Janet Ahlquist Roberts","United States","23","Final Round","Prokofiev","Concerto No.2, First Movement"
"Janet Ahlquist Roberts","United States","23","Final Round","Schumann","Concerto in A minor, Third Movement"
"Janet Ahlquist Roberts","United States","23","Final Round","Beethoven","Concerto No.5"
"Pamela H. Ross","United States","20","Preliminary Round","Liszt","Mephisto Waltz"
"Pamela H. Ross","United States","20","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Pamela H. Ross","United States","20","Preliminary Round","Beethoven","Sonata, Opus 109"
"Pamela H. Ross","United States","20","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 62, No. 1"
"Pamela H. Ross","United States","20","Preliminary Round","Scriabin","Etude, Opus 65, No. 3"
"Pamela H. Ross","United States","20","Preliminary Round","Albéniz","Triana fromIberia"
"Pamela H. Ross","United States","20","Preliminary Round","Aaron Copland","Sonata (1941)"
"Pamela H. Ross","United States","20","Preliminary Round","Willard Straight","Structure for Piano"
"Pamela H. Ross","United States","20","Semifinal Round","Brahms","Quintette, Opus 34"
"Pamela H. Ross","United States","20","Semifinal Round","Scarlatti","Sonatas — Longo 8; Longo 386"
"Pamela H. Ross","United States","20","Semifinal Round","Bergsma","Fantasy Pieces"
"Pamela H. Ross","United States","20","Semifinal Round","Chopin","Sonata, Opus 58, B minor"
"Pamela H. Ross","United States","20","Final Round","Prokofiev","Concerto No.2, First Movement"
"Pamela H. Ross","United States","20","Final Round","Schumann","Concerto in A minor, Third Movement"
"Pamela H. Ross","United States","20","Final Round","Beethoven","Concerto No.5"
"Jose Sandoval","Mexico","22","Preliminary Round","Liszt","Spanish Rhapsody"
"Jose Sandoval","Mexico","22","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Jose Sandoval","Mexico","22","Preliminary Round","Beethoven","Sonata, Opus 53"
"Jose Sandoval","Mexico","22","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1; Etude, Opus 10, No. 4; Nocturne, Opus 15, No. 1"
"Jose Sandoval","Mexico","22","Preliminary Round","Scriabin","Etude, No. 10"
"Jose Sandoval","Mexico","22","Preliminary Round","Albéniz","Triana fromIberia"
"Jose Sandoval","Mexico","22","Preliminary Round","Aaron Copland","Sonata (1941)"
"Jose Sandoval","Mexico","22","Preliminary Round","Willard Straight","Structure for Piano"
"Jose Sandoval","Mexico","22","Semifinal Round","Shostakovich","Quintette"
"Jose Sandoval","Mexico","22","Semifinal Round","Scarlatti","Sonatas — Longo 372; Longo 373"
"Jose Sandoval","Mexico","22","Semifinal Round","Roy Harris","Toccata"
"Jose Sandoval","Mexico","22","Semifinal Round","Chopin","Sonata, Opus 35, No. 2"
"Jose Sandoval","Mexico","22","Final Round","Prokofiev","Concerto No.2, First Movement"
"Jose Sandoval","Mexico","22","Final Round","Schumann","Concerto in A minor, Third Movement"
"Jose Sandoval","Mexico","22","Final Round","Rachmaninoff","Concerto No.4, First Movement"
"Peter Schaaf","United States","23","Preliminary Round","Ravel","Sonatine"
"Peter Schaaf","United States","23","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Peter Schaaf","United States","23","Preliminary Round","Beethoven","Sonata, Opus 57"
"Peter Schaaf","United States","23","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1"
"Peter Schaaf","United States","23","Preliminary Round","Chopin","Etude, Opus 10, No. 4"
"Peter Schaaf","United States","23","Preliminary Round","Chopin","Nocturne, Opus 37, No. 2"
"Peter Schaaf","United States","23","Preliminary Round","Paganini-Liszt","Etude in E-flat Major"
"Peter Schaaf","United States","23","Preliminary Round","Albéniz","Triana fromIberia"
"Peter Schaaf","United States","23","Preliminary Round","Aaron Copland","Sonata (1941)"
"Peter Schaaf","United States","23","Preliminary Round","Willard Straight","Structure for Piano"
"Peter Schaaf","United States","23","Semifinal Round","Brahms","Quintette, Opus 34"
"Peter Schaaf","United States","23","Semifinal Round","Scarlatti","Sonatas — Longo 205; Longo 422"
"Peter Schaaf","United States","23","Semifinal Round","Paul Creston","Preludes, Opus 6, Nos. 1, 2, 3, and 6"
"Peter Schaaf","United States","23","Semifinal Round","Schumann","Fantasy, Opus 17"
"Peter Schaaf","United States","23","Final Round","Prokofiev","Concerto No.2, First Movement"
"Peter Schaaf","United States","23","Final Round","Schumann","Concerto in A minor, Third Movement"
"Peter Schaaf","United States","23","Final Round","Beethoven","Concerto No.5"
"Catherine Silie","France","27","Preliminary Round","Ravel","Tomb of Couperin"
"Catherine Silie","France","27","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Catherine Silie","France","27","Preliminary Round","Haydn","Sonata, No. 15"
"Catherine Silie","France","27","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1"
"Catherine Silie","France","27","Preliminary Round","Chopin","Etude, Opus 10, No. 4"
"Catherine Silie","France","27","Preliminary Round","Chopin","Nocturne, Opus 27, No. 2"
"Catherine Silie","France","27","Preliminary Round","Rachmaninoff","Etude-Tableau, Opus 39, No. 5"
"Catherine Silie","France","27","Preliminary Round","Albéniz","Triana fromIberia"
"Catherine Silie","France","27","Preliminary Round","Aaron Copland","Sonata (1941)"
"Catherine Silie","France","27","Preliminary Round","Willard Straight","Structure for Piano"
"Catherine Silie","France","27","Semifinal Round","Schumann","Quintette"
"Catherine Silie","France","27","Semifinal Round","Scarlatti","Sonatas — Longo 461; Longo 15"
"Catherine Silie","France","27","Semifinal Round","Barber","Sonata (1926), fourth movement"
"Catherine Silie","France","27","Semifinal Round","Beethoven","Sonata, Opus.111"
"Catherine Silie","France","27","Final Round","Prokofiev","Concerto No.2, first movement"
"Catherine Silie","France","27","Final Round","Rachmaninoff","Concerto No.4, first movement"
"Catherine Silie","France","27","Final Round","Beethoven","Concerto No.5"
"Robert Silverman","Canada","28","Preliminary Round","Liszt","Sonata in B minor"
"Robert Silverman","Canada","28","Preliminary Round","Bach","Prelude and Fugue, Book I, No. 4"
"Robert Silverman","Canada","28","Preliminary Round","Beethoven","Sonata, Opus 111"
"Robert Silverman","Canada","28","Preliminary Round","Chopin","Mazurka, Opus 59, No. 1"
"Robert Silverman","Canada","28","Preliminary Round","Chopin","Etude, Opus 10, No. 4"
"Robert Silverman","Canada","28","Preliminary Round","Chopin","Nocturne, Opus 27, No. 2"
"Robert Silverman","Canada","28","Preliminary Round","Scriabin","Etude, Opus 8, No. 12"
"Robert Silverman","Canada","28","Preliminary Round","Albéniz","El Albaicín fromIberia"
"Robert Silverman","Canada","28","Preliminary Round","Aaron Copland","Sonata (1941)"
"Robert Silverman","Canada","28","Preliminary Round","Willard Straight","Structure for Piano"
"Robert Silverman","Canada","28","Semifinal Round","Brahms","Quintette, Opus 34"
"Robert Silverman","Canada","28","Semifinal Round","Scarlatti","Sonatas — Longo.286; Longo.187"
"Robert Silverman","Canada","28","Semifinal Round","Barber","Sonata (1926), first movement"
"Robert Silverman","Canada","28","Semifinal Round","Chopin","Sonata No.2 in B-flat minor"
"Robert Silverman","Canada","28","Final Round","Prokofiev","Concerto No.2, first movement"
"Robert Silverman","Canada","28","Final Round","Schumann","Concerto in A minor, third movement"
"Robert Silverman","Canada","28","Final Round","Beethoven","Concerto No.5"
"Susan Smeltzer","United States","25","Preliminary","Brahms","Variations on a Theme by Paganini, Opus 35, Bk. II"
"Susan Smeltzer","United States","25","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"Susan Smeltzer","United States","25","Preliminary","Beethoven","Sonata, Opus 109"
"Susan Smeltzer","United States","25","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Susan Smeltzer","United States","25","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Susan Smeltzer","United States","25","Preliminary","Chopin","Nocturne, Opus 48, No. 1"
"Susan Smeltzer","United States","25","Preliminary","Rachmaninoff","Etude, Opus 33, No. 6"
"Susan Smeltzer","United States","25","Preliminary","Albeniz","El Albaicin from ""Iberia"""
"Susan Smeltzer","United States","25","Preliminary","Aaron Copland","Sonata (1941)"
"Susan Smeltzer","United States","25","Preliminary","Willard Straight","Structure for Piano"
"Susan Smeltzer","United States","25","Semi-Final","Brahms","Quintette, Opus 34"
"Susan Smeltzer","United States","25","Semi-Final","Scarlatti","Sonatas — Longo 24"
"Susan Smeltzer","United States","25","Semi-Final","Scarlatti","Sonatas — Longo 49"
"Susan Smeltzer","United States","25","Semi-Final","Barber","Sonata, Opus 26, fourth movement"
"Susan Smeltzer","United States","25","Semi-Final","Liszt","Sonata in b minor"
"Susan Smeltzer","United States","25","Final","Prokofieff","Concerto No.2, first movement"
"Susan Smeltzer","United States","25","Final","Rachmaninoff","Concerto No.4, first movement"
"Susan Smeltzer","United States","25","Final","Beethoven","Concerto No.5"
"Barry Lee Snyder","United States","22","Preliminary","Balakirev","Islamey"
"Barry Lee Snyder","United States","22","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"Barry Lee Snyder","United States","22","Preliminary","Beethoven","Sonata, Opus 57"
"Barry Lee Snyder","United States","22","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Barry Lee Snyder","United States","22","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Barry Lee Snyder","United States","22","Preliminary","Chopin","Nocturne, Opus 48, No. 2"
"Barry Lee Snyder","United States","22","Preliminary","Rachmaninoff","Etude, Opus 39, No. 5"
"Barry Lee Snyder","United States","22","Preliminary","Albeniz","Fete-Dieu a Seville from ""Iberia"""
"Barry Lee Snyder","United States","22","Preliminary","Aaron Copland","Sonata (1941)"
"Barry Lee Snyder","United States","22","Preliminary","Willard Straight","Structure for Piano"
"Barry Lee Snyder","United States","22","Semi-Final","Brahms","Quintette, Opus 34"
"Barry Lee Snyder","United States","22","Semi-Final","Scarlatti","Sonatas — Longo 486"
"Barry Lee Snyder","United States","22","Semi-Final","Scarlatti","Sonatas — Longo 461"
"Barry Lee Snyder","United States","22","Semi-Final","Peter Mennin","Toccata"
"Barry Lee Snyder","United States","22","Semi-Final","Chopin","Ballade, Opus 52, f minor"
"Barry Lee Snyder","United States","22","Final","Prokofieff","Concerto No.2, first movement"
"Barry Lee Snyder","United States","22","Final","Schumann","Concerto, a minor, third movement"
"Barry Lee Snyder","United States","22","Final","Beethoven","Concerto No.5"
"Tim Strong","United States","19","Preliminary","Ravel","Alborada del Gracioso"
"Tim Strong","United States","19","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"Tim Strong","United States","19","Preliminary","Beethoven","Sonata, Opus 31, No. 1"
"Tim Strong","United States","19","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Tim Strong","United States","19","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Tim Strong","United States","19","Preliminary","Chopin","Nocturne, Opus 15, No. 2"
"Tim Strong","United States","19","Preliminary","Debussy","Etude, No. 12"
"Tim Strong","United States","19","Preliminary","Albeniz","El Polo from ""Iberia"""
"Tim Strong","United States","19","Preliminary","Aaron Copland","Sonata (1941)"
"Tim Strong","United States","19","Preliminary","Willard Straight","Structure for Piano"
"Tim Strong","United States","19","Semi-Final","Schumann","Quintette"
"Tim Strong","United States","19","Semi-Final","Scarlatti","Sonatas — Longo 23, Kalmus 32"
"Tim Strong","United States","19","Semi-Final","Robert Starer","Sonata (1950), third movement"
"Tim Strong","United States","19","Semi-Final","Chopin","Sonata, Opus 58"
"Tim Strong","United States","19","Final","Prokofieff","Concerto No.2, first movement"
"Tim Strong","United States","19","Final","Schumann","Concerto, a minor, first movement"
"Tim Strong","United States","19","Final","Beethoven","Concerto No.1"
"Ana Maria Trenchi","Argentina","28","Preliminary","Chopin","Sonata, Opus 58, b minor"
"Ana Maria Trenchi","Argentina","28","Preliminary","Bach","Prelude and Fugue, Book I, No. 4"
"Ana Maria Trenchi","Argentina","28","Preliminary","Beethoven","Sonata, Opus 57"
"Ana Maria Trenchi","Argentina","28","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Ana Maria Trenchi","Argentina","28","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Ana Maria Trenchi","Argentina","28","Preliminary","Chopin","Nocturne, Opus 9, No. 2"
"Ana Maria Trenchi","Argentina","28","Preliminary","Liszt-Paganini","Etude in E flat Major"
"Ana Maria Trenchi","Argentina","28","Preliminary","Albeniz","Triana from ""Iberia"""
"Ana Maria Trenchi","Argentina","28","Preliminary","Aaron Copland","Sonata (1941)"
"Ana Maria Trenchi","Argentina","28","Preliminary","Willard Straight","Structure for Piano"
"Ana Maria Trenchi","Argentina","28","Semi-Final","Brahms","Quintette, Opus 34"
"Ana Maria Trenchi","Argentina","28","Semi-Final","Scarlatti","Sonatas — E Major"
"Ana Maria Trenchi","Argentina","28","Semi-Final","Scarlatti","Sonatas — D Major"
"Ana Maria Trenchi","Argentina","28","Semi-Final","Barber","Sonata, Opus 26, fourth movement"
"Ana Maria Trenchi","Argentina","28","Semi-Final","Liszt","Sonata, b minor"
"Ana Maria Trenchi","Argentina","28","Final","Prokofieff","Concerto No.2, first movement"
"Ana Maria Trenchi","Argentina","28","Final","Schumann","Concerto, a minor, third movement"
"Ana Maria Trenchi","Argentina","28","Final","Beethoven","Concerto No.5"
"Blanca Uribe","Colombia","26","Preliminary","Beethoven","Diabelli Variations, Opus 120"
"Blanca Uribe","Colombia","26","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"Blanca Uribe","Colombia","26","Preliminary","Beethoven","Sonata, Opus 111"
"Blanca Uribe","Colombia","26","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Blanca Uribe","Colombia","26","Preliminary","Chopin","Etude, Opus 10, No. 4"
